372.37,3862931,616.78,0.59,245.75,408.06,363.90,372.728,371.633,171.0B,"AMZN","Amazon.com, Inc."
71.57,74669192,112.60,0.611,22.67,71.97,69.62,71.97,63.32,182.5B,"FB","Facebook, Inc."
1218.26,1236190,31.95,38.021,761.26,1228.88,1211.406,1223.08,1168.5699,409.4B,"GOOG","Google Inc."
38.11,20520216,14.23,2.70,27.64,38.98,37.93,38.2699,37.0065,316.3B,"MSFT","Microsoft Corpora"
39.50,12577267,31.45,1.26,21.87,41.72,39.19,40.15,37.9459,39.871B,"YHOO","Yahoo! Inc."
